voc_id,masked_title,masked_content,large_category,middle_category,small_code,small_category,label_confirmed_yn,masking_review_yn,is_synthetic
VOC00965,포인트 적립 처리 중 문의,[주행종료시간]에 주행을 종료했습니다. 포인트 반영 예정 시간을 알고 싶습니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC09915,어떤 주행이 포인트 대상인가요,포인트 지급 대상과 제외 조건을 자세히 안내해주세요.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC07505,사건번호 처리 상태 확인,사고 접수 이후 진행 상황 안내를 받지 못했습니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC08819,휴대전화 번호를 변경하고 싶습니다,기존 번호 [기존전화번호]에서 새 번호 [새전화번호]로 변경하고 싶습니다. 앱에서 확인이 어려워 문의드립니다. 동일 현상이 반복되고 있습니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC03861,주행기록이 보이지 않습니다 관련 기준도 함께 알려주세요.,차량은 정상적으로 운행했는데 주행 데이터가 수집되지 않은 것 같습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC07190,앱 실행 중 오류가 발생합니다,특정 메뉴에 들어가면 화면이 멈추는 현상이 반복됩니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC01783,포인트 사용 가능 서비스 문의,포인트 사용 가능한 서비스와 제한 조건이 궁금합니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC07497,사고 접수 후 연락이 없습니다,보상 심사가 어느 단계까지 진행됐는지 확인 부탁드립니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC01532,포인트 사용처가 궁금합니다 앱에서 확인이 어려워 문의드립니다.,현재 보유한 포인트를 어디에서 사용할 수 있는지 알려주세요.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC06324,사용하지 않은 포인트가 차감됐어요 확인 부탁드립니다.,결제를 취소했는데 차감된 포인트가 복구되지 않았습니다. 확인 부탁드립니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC04968,앱 차량정보 수정 문의,기존 차량을 삭제하고 새 차량을 등록하는 방법을 알려주세요.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC00043,주행 후 포인트가 없습니다 빠른 확인 요청드립니다.,주행 조건을 충족한 것으로 보이는데 포인트가 0으로 표시됩니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC03348,앱에서 운전 기록 확인 불가,[날짜]에 [출발지]에서 [도착지]까지 구간을 운전했는데 앱에서 기록이 보이지 않습니다. 필요한 확인 항목이 있다면 안내 부탁드립니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC06590,사용하지 않은 포인트가 차감됐어요,결제를 취소했는데 차감된 포인트가 복구되지 않았습니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC07693,사건번호 처리 상태 확인,보상 심사가 어느 단계까지 진행됐는지 확인 부탁드립니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC08919,기존 전화번호 변경 문의,새 번호로 본인 인증을 진행하는 방법을 안내 부탁드립니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC06515,사용하지 않은 포인트가 차감됐어요,포인트 사용 이력과 실제 잔액이 맞지 않습니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC08950,회원정보의 전화번호가 다릅니다 처리 방법을 안내해주세요.,등록된 연락처가 실제 사용하는 번호와 달라 수정 요청드립니다. 확인 부탁드립니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC06369,사용하지 않은 포인트가 차감됐어요,어제 확인한 잔액과 오늘 잔액이 달라서 문의드립니다. 처리 방법을 안내해주세요.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC07972,접수한 사고는 어떻게 진행되고 있나요,사고 접수 이후 진행 상황 안내를 받지 못했습니다. 확인 부탁드립니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC05083,등록 차량 변경 요청,보험 계약 차량은 변경됐는데 앱에는 이전 차량이 표시됩니다. 앱에서 확인이 어려워 문의드립니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC02230,계속 로그인에 실패합니다,아이디와 비밀번호를 입력해도 로그인 오류가 발생합니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC00400,운전했는데 포인트가 안 들어왔어요,[출발지]에서 [도착지]까지 구간을 운전했는데 적립 내역이 확인되지 않습니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC02925,새 비밀번호 등록 문의,본인 인증 후 비밀번호 재설정 화면으로 이동하지 않습니다. 앱에서 확인이 어려워 문의드립니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC09568,주행 포인트 산정 방법 문의 처리 방법을 안내해주세요.,짧은 거리 주행도 포인트 적립 대상인지 문의드립니다. 빠른 확인 요청드립니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC00734,포인트 적립 처리 중 문의 처리 방법을 안내해주세요.,"포인트가 바로 들어오는지, 일정 시간이 필요한지 문의드립니다. 처리 방법을 안내해주세요. 동일 현상이 반복되고 있습니다.",포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC09285,기존 전화번호 변경 문의 관련 기준도 함께 알려주세요.,기존 번호 [기존전화번호]에서 새 번호 [새전화번호]로 변경하고 싶습니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC07741,사고 처리 진행 상황 문의,[날짜]에 접수한 사고의 담당자 배정 여부가 궁금합니다. 앱을 다시 실행해도 같은 상태입니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC07994,사고 처리 진행 상황 문의,사고 접수 이후 진행 상황 안내를 받지 못했습니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC07295,앱 화면이 멈춥니다 확인 부탁드립니다.,재설치 후에도 동일하게 앱이 강제 종료됩니다. 처리 방법을 안내해주세요.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC08710,회원정보의 전화번호가 다릅니다 관련 기준도 함께 알려주세요.,휴대전화 번호를 바꿨는데 앱 회원정보에는 이전 번호가 표시됩니다. 처리 방법을 안내해주세요.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC07066,앱 화면이 멈춥니다,앱을 실행하면 [에러코드] 오류가 표시되고 바로 종료됩니다. 앱을 다시 실행해도 같은 상태입니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC03400,주행기록이 보이지 않습니다,운전을 완료했지만 최근 주행 목록에 추가되지 않았습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC09085,휴대전화 번호를 변경하고 싶습니다,휴대전화 번호를 바꿨는데 앱 회원정보에는 이전 번호가 표시됩니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC02251,앱 로그인이 되지 않습니다,여러 번 시도했지만 인증 후 다시 로그인 화면으로 돌아옵니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC09700,포인트 지급 조건 안내 요청,포인트 지급 대상과 제외 조건을 자세히 안내해주세요. 앱을 다시 실행해도 같은 상태입니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC06376,사용하지 않은 포인트가 차감됐어요 관련 기준도 함께 알려주세요.,결제를 취소했는데 차감된 포인트가 복구되지 않았습니다. 빠른 확인 요청드립니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC05448,서비스 계정을 삭제하고 싶어요,회원 탈퇴 시 남은 포인트와 주행기록이 어떻게 처리되는지 궁금합니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC00865,포인트가 아직 처리되지 않았어요 처리 방법을 안내해주세요.,[시간]에 주행을 종료했습니다. 포인트 반영 예정 시간을 알고 싶습니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC07191,앱이 계속 종료됩니다,업데이트 이후 첫 화면에서 멈추고 다음으로 넘어가지 않습니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC02948,새 비밀번호 등록 문의,비밀번호가 기억나지 않아 재설정하려고 합니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC04743,차량을 변경했습니다,차량을 교체해서 앱의 등록 정보를 수정하고 싶습니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC02044,계속 로그인에 실패합니다,[에러코드] 메시지가 표시되면서 앱에 접속할 수 없습니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC01240,포인트가 아직 처리되지 않았어요 처리 방법을 안내해주세요.,주행 후 몇 시간이 지났는데 아직 적립 대기 상태입니다. 필요한 확인 항목이 있다면 안내 부탁드립니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC07378,사고 접수 후 연락이 없습니다,제출한 서류가 정상적으로 접수됐는지 알고 싶습니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC05220,앱 차량정보 수정 문의,보험 계약 차량은 변경됐는데 앱에는 이전 차량이 표시됩니다. 빠른 확인 요청드립니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC00304,운전했는데 포인트가 안 들어왔어요,운전 기록은 정상적으로 보이지만 포인트가 들어오지 않았습니다. 관련 기준도 함께 알려주세요.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC05138,등록 차량 변경 요청,기존 차량 [기존차량번호]에서 새 차량 [새차량번호]로 변경했습니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC08284,보험 계약자 정보 오류,보험 계약 정보 중 일부 항목이 잘못되어 수정 요청드립니다. 처리 방법을 안내해주세요. 동일 현상이 반복되고 있습니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC07712,사고 접수 후 연락이 없습니다 확인 부탁드립니다.,제출한 서류가 정상적으로 접수됐는지 알고 싶습니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC05742,서비스 계정을 삭제하고 싶어요,더 이상 서비스를 이용하지 않아 회원 탈퇴를 진행하고 싶습니다. 처리 방법을 안내해주세요.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC03405,최근 주행기록 누락 문의,운전을 완료했지만 최근 주행 목록에 추가되지 않았습니다. 관련 기준도 함께 알려주세요.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC06778,앱 실행 중 오류가 발생합니다,특정 메뉴에 들어가면 화면이 멈추는 현상이 반복됩니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC08891,기존 전화번호 변경 문의,번호 변경 후 로그인 인증 문자가 이전 번호로 발송됩니다. 확인 부탁드립니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC09764,운전점수와 포인트 관계,주행거리와 운전점수에 따라 포인트가 어떻게 산정되는지 알고 싶습니다. 앱에서 확인이 어려워 문의드립니다. 동일 현상이 반복되고 있습니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC07277,앱이 계속 종료됩니다,재설치 후에도 동일하게 앱이 강제 종료됩니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC03647,운전한 내역이 앱에 없습니다,[접수일]에 [주행구간] 구간을 운전했는데 앱에서 기록이 보이지 않습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC00408,운전했는데 포인트가 안 들어왔어요,운전 기록은 정상적으로 보이지만 포인트가 들어오지 않았습니다. 이전에 정상적으로 이용한 적이 있습니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC07080,앱이 계속 종료됩니다,앱을 열면 흰 화면만 보이고 아무 기능도 사용할 수 없습니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC01705,포인트를 사용할 수 있는 곳 빠른 확인 요청드립니다.,포인트 사용 가능한 서비스와 제한 조건이 안내받고 싶습니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC05690,서비스 계정을 삭제하고 싶어요,더 이상 서비스를 이용하지 않아 회원 탈퇴를 진행하고 싶습니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC04895,앱 차량정보 수정 문의 빠른 확인 요청드립니다.,차량번호 변경 후 주행 서비스 연결 방법을 문의드립니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC04942,등록 차량 변경 요청,보험 계약 차량은 변경됐는데 앱에는 이전 차량이 표시됩니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC09861,포인트 지급 조건 안내 요청,포인트 지급 대상과 제외 조건을 자세히 안내해주세요.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC06751,서비스 실행 불가 문의,업데이트 이후 첫 화면에서 멈추고 다음으로 넘어가지 않습니다. 빠른 확인 요청드립니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC06273,포인트 잔액 오류 앱에서 확인이 어려워 문의드립니다.,사용한 적이 없는데 [차감금액] 포인트가 차감된 것으로 표시됩니다. 확인 부탁드립니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC00877,포인트 반영이 늦어지고 있습니다 확인 부탁드립니다.,주행 후 몇 시간이 지났는데 아직 적립 대기 상태입니다. 관련 기준도 함께 알려주세요.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC06415,포인트 잔액 오류 앱에서 확인이 어려워 문의드립니다.,포인트 사용 이력과 실제 잔액이 맞지 않습니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC03195,비밀번호 변경이 되지 않습니다,비밀번호가 기억나지 않아 재설정하려고 합니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC04182,보험료 할인 혜택이 궁금합니다,현재 운전점수 기준으로 받을 수 있는 보험료 할인율이 안내받고 싶습니다. 관련 기준도 함께 알려주세요.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC09567,운전점수와 포인트 관계,급가속이나 급감속 기록이 포인트 적립에 영향을 주나요?,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC00178,주행 포인트 미적립 문의,운전 기록은 정상적으로 보이지만 포인트가 들어오지 않았습니다. 현재 화면에서 직접 수정할 수 없습니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC05856,회원 탈퇴를 요청합니다,회원 탈퇴 시 남은 포인트와 주행기록이 어떻게 처리되는지 궁금합니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC09109,기존 전화번호 변경 문의,휴대전화 번호를 바꿨는데 앱 회원정보에는 이전 번호가 표시됩니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC04943,새 차량으로 바꾸고 싶어요,기존 차량 [기존차량번호]에서 새 차량 [새차량번호]로 변경했습니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC09445,주행 포인트 산정 방법 문의,포인트를 받기 위한 최소 주행 조건이 궁금합니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC02389,앱 로그인이 되지 않습니다 앱에서 확인이 어려워 문의드립니다.,여러 번 시도했지만 인증 후 다시 로그인 화면으로 돌아옵니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC00803,운전 후 포인트 반영 시간 문의,[접수시간]에 주행을 종료했습니다. 포인트 반영 예정 시간을 알고 싶습니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC04245,보험료 할인 혜택이 궁금합니다 관련 기준도 함께 알려주세요.,갱신 계약에 주행분석 할인 혜택이 반영되는지 문의드립니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC04622,안전운전 할인 적용 여부 문의,안전운전 점수와 보험료 할인 적용 기준을 안내해주세요.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC05073,앱 차량정보 수정 문의,차량번호 변경 후 주행 서비스 연결 방법을 문의드립니다. 관련 기준도 함께 알려주세요.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC03982,최근 주행기록 누락 문의,운전을 완료했지만 최근 주행 목록에 추가되지 않았습니다. 동일 현상이 반복되고 있습니다.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC02176,계속 로그인에 실패합니다,아이디와 비밀번호를 입력해도 로그인 오류가 발생합니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC01664,포인트 사용 가능 서비스 문의 빠른 확인 요청드립니다.,포인트 사용 가능한 서비스와 제한 조건이 궁금합니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC04667,보험료 할인 혜택이 궁금합니다,안전운전 점수와 보험료 할인 적용 기준을 안내해주세요. 관련 기준도 함께 알려주세요.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC03952,운전한 내역이 앱에 없습니다 빠른 확인 요청드립니다.,주행 종료 후에도 거리와 시간이 0으로 표시됩니다. 관련 기준도 함께 알려주세요.,주행,주행기록,S006,주행기록 미반영,Y,Y,Y
VOC04755,앱 차량정보 수정 문의,차량번호 변경 후 주행 서비스 연결 방법을 문의드립니다. 동일 현상이 반복되고 있습니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC07918,접수한 사고는 어떻게 진행되고 있나요,[날짜]에 접수한 사고의 담당자 배정 여부가 확인하고 싶습니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC01951,보유 포인트 사용 방법,앱에 [차감금액] 포인트가 있는데 사용 가능한 항목을 확인하고 싶습니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC09897,포인트 지급 조건 안내 요청,포인트 지급 대상과 제외 조건을 자세히 안내해주세요.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC02942,새 비밀번호 등록 문의,새 비밀번호를 입력했지만 변경이 완료되지 않습니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC00552,주행 후 포인트가 없습니다 앱에서 확인이 어려워 문의드립니다.,[주행일]에 주행을 완료했는데 포인트가 아직 적립되지 않았습니다. 확인 부탁드립니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC09803,어떤 주행이 포인트 대상인가요,포인트를 받기 위한 최소 주행 조건이 안내받고 싶습니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC04428,계약 할인 적용 상태 문의,앱에는 할인 대상이라고 나오는데 실제 보험료에 적용됐는지 알고 싶습니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC01959,포인트 사용처가 궁금합니다 앱에서 확인이 어려워 문의드립니다.,포인트 사용 가능한 서비스와 제한 조건이 확인하고 싶습니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC01544,적립 포인트는 어디서 쓰나요 빠른 확인 요청드립니다.,앱에 [차감금액] 포인트가 있는데 사용 가능한 항목을 확인하고 싶습니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC05730,회원 탈퇴를 요청합니다,회원 탈퇴 시 남은 포인트와 주행기록이 어떻게 처리되는지 궁금합니다. 필요한 확인 항목이 있다면 안내 부탁드립니다.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC07715,사고 처리 진행 상황 문의,보상 심사가 어느 단계까지 진행됐는지 확인 부탁드립니다.,사고,처리현황,S012,사고 처리 진행 문의,Y,Y,Y
VOC07182,앱이 계속 종료됩니다,업데이트 이후 첫 화면에서 멈추고 다음으로 넘어가지 않습니다. 앱에서 확인이 어려워 문의드립니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC01238,주행 포인트는 언제 들어오나요 관련 기준도 함께 알려주세요.,방금 운전한 기록은 보이는데 포인트는 처리 중으로 표시됩니다. 앱에서 확인이 어려워 문의드립니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC00735,포인트 적립 처리 중 문의 빠른 확인 요청드립니다.,방금 운전한 기록은 보이는데 포인트는 처리 중으로 표시됩니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC00853,포인트 적립 처리 중 문의,주행 후 몇 시간이 지났는데 아직 적립 대기 상태입니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC04984,기존 차량 삭제 후 신규 등록,차량번호 변경 후 주행 서비스 연결 방법을 문의드립니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC02015,계정 접속이 불가능합니다 확인 부탁드립니다.,기존에 사용하던 계정으로 접속되지 않아 문의드립니다. 동일 현상이 반복되고 있습니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC02233,계속 로그인에 실패합니다 처리 방법을 안내해주세요.,기존에 사용하던 계정으로 접속되지 않아 문의드립니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC00536,주행 포인트 미적립 문의,[출발지]-[도착지] 구간을 운전했는데 적립 내역이 확인되지 않습니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC04580,보험료 할인이 반영됐나요,증권번호 [증권번호] 계약에 안전운전 할인이 적용됐는지 확인하고 싶습니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC05564,앱 회원 탈퇴 방법 문의,계정과 저장된 개인정보를 삭제하는 절차를 알려주세요.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC09196,기존 전화번호 변경 문의,등록된 연락처가 실제 사용하는 번호와 달라 수정 요청드립니다. 앱을 다시 실행해도 같은 상태입니다.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC02637,앱 로그인이 되지 않습니다,아이디와 비밀번호를 입력해도 로그인 오류가 발생합니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC02644,아이디 입력 후 접속 오류,기존에 사용하던 계정으로 접속되지 않아 문의드립니다. 빠른 확인 요청드립니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC04316,보험료 할인이 반영됐나요,앱에는 할인 대상이라고 나오는데 실제 보험료에 적용됐는지 알고 싶습니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC06637,포인트가 갑자기 줄었습니다 확인 부탁드립니다.,포인트 사용 이력과 실제 잔액이 맞지 않습니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC02180,로그인 화면에서 넘어가지 않아요,[에러코드] 메시지가 표시되면서 앱에 접속할 수 없습니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC06296,잘못 차감된 포인트 문의,포인트 사용 이력과 실제 잔액이 맞지 않습니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC02836,비밀번호가 기억나지 않아요,본인 인증 후 비밀번호 재설정 화면으로 이동하지 않습니다.,회원,계정관리,S005,비밀번호 재설정,Y,Y,Y
VOC04462,안전운전 할인 적용 여부 문의,안전운전 점수와 보험료 할인 적용 기준을 안내해주세요.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC08557,계약 차량 정보 불일치 빠른 확인 요청드립니다.,갱신한 계약이 앱에서 이전 계약으로 보입니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC00349,주행 후 포인트가 없습니다,지난 주행 건에 대한 포인트를 받지 못했습니다. 확인 부탁드립니다. 빠른 확인 요청드립니다.,포인트,적립,S001,주행 포인트 미적립,Y,Y,Y
VOC06791,앱 실행 중 오류가 발생합니다 확인 부탁드립니다.,재설치 후에도 동일하게 앱이 강제 종료됩니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC08385,계약정보가 다르게 표시됩니다 확인 부탁드립니다.,계약 기간과 보험료 정보가 가입 당시 안내와 다르게 표시됩니다. 빠른 확인 요청드립니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC02370,아이디 입력 후 접속 오류,여러 번 시도했지만 인증 후 다시 로그인 화면으로 돌아옵니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC06824,앱 화면이 멈춥니다 확인 부탁드립니다.,앱을 실행하면 [오류코드] 오류가 표시되고 바로 종료됩니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC08203,보험 계약자 정보 오류,앱에 표시된 계약자명이 [계약자명]으로 되어 있는데 실제 정보와 다릅니다. 필요한 확인 항목이 있다면 안내 부탁드립니다.,보험,계약정보,S013,계약정보 불일치,Y,Y,Y
VOC01132,포인트 반영이 늦어지고 있습니다,[주행종료시간]에 주행을 종료했습니다. 포인트 반영 예정 시간을 알고 싶습니다.,포인트,적립,S002,주행 포인트 적립 지연,Y,Y,Y
VOC06625,잘못 차감된 포인트 문의,어제 확인한 잔액과 오늘 잔액이 달라서 문의합니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC06052,포인트 차감 내역이 이상합니다,포인트 내역에 알 수 없는 차감 기록이 있습니다.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC04408,주행점수 할인 확인 요청,갱신 계약에 주행분석 할인 혜택이 반영되는지 문의드립니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC01774,포인트를 사용할 수 있는 곳,적립된 포인트의 사용처와 사용 절차를 안내 부탁드립니다.,포인트,사용,S003,포인트 사용처 문의,Y,Y,Y
VOC09914,주행 포인트 산정 방법 문의,짧은 거리 주행도 포인트 적립 대상인지 문의드립니다. 빠른 확인 요청드립니다.,포인트,적립기준,S015,포인트 적립 기준 문의,Y,Y,Y
VOC07124,앱 실행 중 오류가 발생합니다,앱을 실행하면 [에러코드] 오류가 표시되고 바로 종료됩니다. 필요한 확인 항목이 있다면 안내 부탁드립니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC02204,계정 접속이 불가능합니다,[오류코드] 메시지가 표시되면서 앱에 접속할 수 없습니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC02217,계속 로그인에 실패합니다,여러 번 시도했지만 인증 후 다시 로그인 화면으로 돌아옵니다. 빠른 확인 요청드립니다.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC04359,안전운전 할인 적용 여부 문의 앱에서 확인이 어려워 문의드립니다.,현재 운전점수 기준으로 받을 수 있는 보험료 할인율이 궁금합니다.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC05050,앱 차량정보 수정 문의,보험 계약 차량은 변경됐는데 앱에는 이전 차량이 표시됩니다. 동일 현상이 반복되고 있습니다.,차량,차량정보,S008,차량정보 변경,Y,Y,Y
VOC05682,가입 정보 삭제 요청 관련 기준도 함께 알려주세요.,더 이상 서비스를 이용하지 않아 회원 탈퇴를 진행하고 싶습니다. 처리 방법을 안내해주세요.,회원,계정관리,S009,회원 탈퇴,Y,Y,Y
VOC09193,휴대전화 번호를 변경하고 싶습니다,새 번호로 본인 인증을 진행하는 방법을 알려주세요.,회원,회원정보,S014,휴대전화 번호 변경,Y,Y,Y
VOC02658,계속 로그인에 실패합니다,기존에 사용하던 계정으로 접속되지 않아 문의드립니다. 관련 기준도 함께 알려주세요.,회원,로그인,S004,로그인 오류,Y,Y,Y
VOC04166,안전운전 할인 적용 여부 문의 앱에서 확인이 어려워 문의드립니다.,앱에는 할인 대상이라고 나오는데 실제 보험료에 적용됐는지 알고 싶습니다. 처리 방법을 안내해주세요.,보험,할인,S007,보험료 할인 적용 문의,Y,Y,Y
VOC06792,서비스 실행 불가 문의,특정 메뉴에 들어가면 화면이 멈추는 현상이 반복됩니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
VOC06547,포인트 차감 내역이 이상합니다,어제 확인한 잔액과 오늘 잔액이 달라서 문의드립니다. 관련 기준도 함께 알려주세요.,포인트,차감,S010,포인트 오차감,Y,Y,Y
VOC07136,앱 실행 중 오류가 발생합니다,앱을 열면 흰 화면만 보이고 아무 기능도 사용할 수 없습니다.,앱,오류,S011,앱 실행 오류,Y,Y,Y
